Title,Location,Bedrooms,Bathrooms,Garage,Price,Size,Listing_Type
البريمي هاتف 99632895,"Al Buraimi, Al Buraimi•",Not specified,Not specified,Not specified,"OMR 55,000Negotiable",400 SQM,For Sale
شقه للبيع في بوشر,"Bosher, Muscat•",2,2,Not specified,"OMR 47,500Negotiable",123 SQM,For Sale
سمائل طوي النص,"Sumail, Al Dakhiliya•",Not specified,Not specified,Not specified,"OMR 20,000",600 SQM,For Sale
Freehold fully furnished ground fl 1BHK appt Hawana Salalah,"Salalah, Dhofar•",1,1,Not specified,"OMR 55,000Freehold",96.5 SQM,For Sale
من المالك بناية في المسفاة الصناعيه. للبيع.,"Misfah, Muscat•",Not specified,Not specified,Not specified,"OMR 325,000Negotiable","1,405 SQM",For Sale
شقة استديو للبيع في westgate - مدينة سندان,"Al Seeb, Muscat•",1,1,Not specified,"OMR 10,950Negotiable",48 SQM,For Sale
villa for sale south Ghubra,"Al Ghubrah, Muscat•",4,4,Not specified,"OMR 180,000Negotiable",400 SQM,For Sale
فيلا في الخوض حي الكوثر تشطيبات راقية,"Al Khoud, Muscat•",5,7,Not specified,"OMR 129,000Non Freehold",400 SQM,For Sale
ارض كورنر الدسر - ولاية سمائل,"Sumail, Al Dakhiliya•",Not specified,Not specified,Not specified,"OMR 15,000Negotiable",600 SQM,For Sale
shop for sale,"Al Maabilah, Muscat•",Not specified,Not specified,Not specified,"OMR 1,250Negotiable",20 SQM,For Sale
للبيع أرض في ولاية نزوى حي التراث 20 مساحتها 900 موقع ممتاز ب 19500,"Nizwa, Al Dakhiliya•",Not specified,Not specified,Not specified,"OMR 19,500",900 SQM,For Sale
للبيع او الايجار ارض كبيرة في الجفنين السيب مسقط,"Al Rusayl, Muscat•",Not specified,Not specified,Not specified,"OMR 2,150,000","13,422 SQM",For Sale
فلة للبيع أو للإيجار في السويق بدي العمود,"Suwaiq, Al Batinah•",5,8,Not specified,"OMR 85,000Non Freehold",553 SQM,For Sale
بناية سكني تجاري مؤجرة من المالك مباشرة 9 محلات في المعبيلة الجنوبية,"Al Maabilah, Muscat•",Not specified,Not specified,Not specified,"OMR 230,000Negotiable",330 SQM,For Sale
المعبيلة الجنوبية بقرب من جامع الرشيد,"Al Maabilah, Muscat•",3,3,Not specified,"OMR 75,000Non Freehold",270 SQM,For Sale
"Private G+1 Villa for sale at Hay Asim, Rumais.","Barka, Al Batinah•",5,7,Not specified,"OMR 70,000Negotiable",320 SQM,For Sale
ارض للبيع في ثميد ولاية بدبد مستويه وكبيرة,"Bidbid, Al Dakhiliya•",Not specified,Not specified,Not specified,"OMR 35,000",793 SQM,For Sale
shop seal  in wadi Al kabir waljha,"Al Wadi Al Kabir, Muscat•",Not specified,Not specified,Not specified,"OMR 10,000Freehold",30 SQM,For Sale
Beautiful Villa in compound share swimming and facility in Dar al-Zain,"Al Maabilah, Muscat•",3,4,Not specified,"OMR 66,000Non Freehold",223 SQM,For Sale
"Beautiful Villa in compound share swimming,gym, party hall and parking","Al Seeb, Muscat•",4,6,Not specified,"OMR 65,000Negotiable",284 SQM,For Sale
فيلا للبيع من المالك,"Al Khoud, Muscat•",4,5,Not specified,"OMR 135,000Non Freehold",600 SQM,For Sale
شقة بناية أمواج في مرباط,"Mirbat, Dhofar•",2,2,Not specified,"OMR 27,000Freehold",70 SQM,For Sale
ارض زراعيه للبيع خضراء بورشيد,"Suwaiq, Al Batinah•",Not specified,Not specified,Not specified,"OMR 60,000","17,053 SQM",For Sale
منزل للبيع في نخل مرتفعات نخل,"Nakhl, Al Batinah•",3,3,Not specified,"OMR 40,000Negotiable",669 SQM,For Sale
العذيبة,"Azaiba, Muscat•",2,3,Not specified,"OMR 54,000Non Freehold",101 SQM,For Sale
ارض للبيع في شهامة,"Al Rustaq, Al Batinah•",Not specified,Not specified,Not specified,"OMR 4,200Negotiable",536 SQM,For Sale
أرض سكنية للبيع في موقع ممتاز .,"Saham, Al Batinah•",Not specified,Not specified,Not specified,"OMR 13,000Negotiable",600 SQM,For Sale
Freehold apartment,"Muscat Hills, Muscat•",2,3,Not specified,"OMR 79,000Freehold",130 SQM,For Sale
*أرض سكنية في المعبيلة السادسة كوورنر بالقرب من جامع الجليل*,"Al Seeb, Muscat•",Not specified,Not specified,Not specified,"OMR 665,000",613 SQM,For Sale
شقة للبيع في صلالة منطقة الوادي بقرب من لولو هايبر,"Salalah, Dhofar•",3,3,Not specified,"OMR 35,000Non Freehold",150 SQM,For Sale
Villa in Dar AL Zain for Sale in Seeb | فيلا للبيع في السيب,"Al Seeb, Muscat•",5,6,Not specified,"OMR 80,000Non Freehold",299 SQM,For Sale
في الصومحان بركاء جنوب فيلتين للبيع,"Barka, Al Batinah•",5,6,Not specified,"OMR 65,000Negotiable",233 SQM,For Sale
Coffee shop for sale furnished,"Al Amarat, Muscat•",Not specified,Not specified,Not specified,"OMR 7,000Negotiable",50 SQM,For Sale
للبيع ارض في السويق الخضراء الجديدة,"Suwaiq, Al Batinah•",Not specified,Not specified,Not specified,"OMR 3,000Negotiable",600 SQM,For Sale
Residential and commercial land أرض سكني تجاري,"Al Maabilah, Muscat•",Not specified,Not specified,Not specified,"OMR 133,000Negotiable",400 SQM,For Sale
أرض سكينة في ولاية السويق الخبة جنوب,"Suwaiq, Al Batinah•",Not specified,Not specified,Not specified,"OMR 3,300",600 SQM,For Sale
بركاء,"Barka, Al Batinah•",3,4,Not specified,"OMR 47,500Non Freehold",210 SQM,For Sale
للبيع فيلة فى الأنصب الثالثة,"Bosher, Muscat•",8,10,Not specified,"OMR 1,010Non Freehold",600 SQM,For Sale
الاسكان,"Sohar, Al Batinah•",4,4,Not specified,"OMR 52,000Non Freehold",280 SQM,For Sale
I have good and experience team available,"Al Mawaleh, Muscat•",Not specified,Not specified,Not specified,"OMR 1,200Non Freehold",100 SQM,For Sale
شقة للبيع في منطقة القوف صلالة,"Salalah, Dhofar•",2,2,Not specified,"OMR 20,000Non Freehold",64 SQM,For Sale
بيت في مرتفعات العامرات الثانيه,"Al Amarat, Muscat•",3,4,Not specified,"OMR 59,000Non Freehold",178 SQM,For Sale
توين فيلا مرتفعات تاسعه متبقيه كونر نظام دورين,"Al Amarat, Muscat•",4,6,Not specified,"OMR 63,000Non Freehold",317 SQM,For Sale
ارض مساحة 600,"Mahut, Al Wusta•",Not specified,Not specified,Not specified,"OMR 2,000",600 SQM,For Sale
استراحة راقيه للبيع او البدل بعقار,"Barka, Al Batinah•",4,6,Not specified,"OMR 110,000Non Freehold","1,890 SQM",For Sale
Premium Land for Sale,"Muscat - Other, Muscat•",Not specified,Not specified,Not specified,"OMR 75,000Negotiable","1,000 SQM",For Sale
رقم الارض 292,"Barka, Al Batinah•",Not specified,Not specified,Not specified,"OMR 15,000",600 SQM,For Sale
ارض سكني تجاري مسيال السدر صحار 300 متر,"Sohar, Al Batinah•",Not specified,Not specified,Not specified,"OMR 22,000",300 SQM,For Sale
بقالة للبيع بالوادي,"Salalah, Dhofar•",Not specified,Not specified,Not specified,"OMR 4,000Negotiable","1,111 SQM",For Sale
ولاية ابراء / قرية النصيب أرض للبيع مع البئر فرصة,"Ibra, Al Sharqiya•",Not specified,Not specified,Not specified,"OMR 50,000","2,500 SQM",For Sale
ارض شبه كورنر في مرتفعات بوشر (الضباط),"Bosher, Muscat•",Not specified,Not specified,Not specified,"OMR 195,000Negotiable",975 SQM,For Sale
أرض في السوادي ساحلي,"Barka, Al Batinah•",Not specified,Not specified,Not specified,"OMR 12,200",810 SQM,For Sale
بيع منزل في الخوض,"Al Khoud, Muscat•",Not specified,Not specified,Not specified,"OMR 200,000Non Freehold",450 SQM,For Sale
بوشر العوابي,"Bosher, Muscat•",Not specified,Not specified,Not specified,"OMR 77,000",600 SQM,For Sale
ارض للبيع  في المعبيله الثامنه,"Al Maabilah, Muscat•",Not specified,Not specified,Not specified,"OMR 53,000",615 SQM,For Sale
فيلا في العوابي للبيع من المالك,"Ansab, Muscat•",5,6,Not specified,"OMR 115,000Non Freehold",380 SQM,For Sale
مسقط  _الراوية,"Muscat - Other, Muscat•",5,4,Not specified,"OMR 37,000Non Freehold",250 SQM,For Sale
منزل للبيع منطقة دارسيت الساحل مع شقق للبيع,"Darsait, Muscat•",Not specified,Not specified,Not specified,"OMR 200,000Non Freehold",600 SQM,For Sale
ثلاث أراضي للبيع ف الحاجر,"Al Amarat, Muscat•",Not specified,Not specified,Not specified,"OMR 51,900Negotiable",800 SQM,For Sale
الحاجر حيم,"Al Amarat, Muscat•",2,3,Not specified,"OMR 41,000Negotiable",600 SQM,For Sale
توين فله للبيع كل فله ب ٤٦ ألف قابل للتفاوض,"Barka, Al Batinah•",2,4,Not specified,"OMR 46,000Non Freehold",300 SQM,For Sale
مجموعة محلات للبيع,"Al Seeb, Muscat•",Not specified,Not specified,Not specified,"OMR 1,000Non Freehold",30 SQM,For Sale
"Studio Apartment for Sale in The Sustainable City Yiti, Oman","Yiti, Muscat•",Studio,1,Not specified,"OMR 70,000Negotiable",55 SQM,For Sale
شقة للبيع في الدهاريز الجنوبية عرض الخريف,"Salalah, Dhofar•",1,1,Not specified,"OMR 17,000Non Freehold",50 SQM,For Sale
ارض سكني تجاري,"Ja'alan Bani Bu Ali, Al Sharqiya•",Not specified,Not specified,Not specified,"OMR 30,000Negotiable",200 SQM,For Sale
للبيع إستراحة راقية وجاهزة,"Barka, Al Batinah•",2,5,Not specified,"OMR 76,000Non Freehold",304 SQM,For Sale
فرصتك للتملك  الحر والحصول علي اعلي عائد استثماري الاستثمار,"Al Duqum, Al Wusta•",1,1,Not specified,"OMR 4,500Freehold",60 SQM,For Sale
أرض مستطيل وزاوية، تقع على ش40 الموقع صلالة سحنوت الشمالية، مربع (د),"Salalah, Dhofar•",Not specified,Not specified,Not specified,"OMR 30,000Negotiable",600 SQM,For Sale
فيلا  امام حديقة النسيم وقريب من مدينة السلطان هيثم والمعبيلة الثامنة,"Al Maabilah, Muscat•",3,3,Not specified,"OMR 49,000Negotiable",176 SQM,For Sale
للبيع ارض في الجرداء,"Al Mudaibi, Al Sharqiya•",Not specified,Not specified,Not specified,"OMR 9,500Negotiable",632 SQM,For Sale
العوابي - المحدوث,"Al 'Awabi, Al Batinah•",Not specified,Not specified,Not specified,"OMR 23,000Negotiable",287 SQM,For Sale
رمال بوشر,"Bosher, Muscat•",6,5,Not specified,"OMR 50,000Negotiable","2,000 SQM",For Sale
رمال بوشر,"Bosher, Muscat•",Not specified,Not specified,Not specified,"OMR 2,000,000Negotiable",650 SQM,For Sale
عدد ٢ محلات للبيع في المعبيلة,"Al Maabilah, Muscat•",Not specified,Not specified,Not specified,"OMR 38,000Freehold",38 SQM,For Sale
للبيع ارضي سكني ولايه صحار طريف,"Sohar, Al Batinah•",Not specified,Not specified,Not specified,"OMR 33,000Negotiable","1,234 SQM",For Sale
ارض للبيع في السويق الخضراء مرحله ٣,"Suwaiq, Al Batinah•",Not specified,Not specified,Not specified,"OMR 15,000Negotiable",611 SQM,For Sale
منزل للبيع,"Barka, Al Batinah•",6,4,Not specified,"OMR 40,000Non Freehold",600 SQM,For Sale
House for sale In alhail south للبيع في الحيل الجنوبية,"Al Hail, Muscat•",Not specified,Not specified,Not specified,"OMR 280,000Negotiable",891 SQM,For Sale
ارض زراعيه للبيع,"Saham, Al Batinah•",Not specified,Not specified,Not specified,"OMR 90,000","6,936 SQM",For Sale
ارض سكنيه للبيع,"Ibri, Al Dhahirah•",Not specified,Not specified,Not specified,"OMR 15,000",795 SQM,For Sale
شقة مؤثثةفي مدنية السندان الصناعية للبيع,"Barka, Al Batinah•",2,2,Not specified,"OMR 30,000Freehold",114.5 SQM,For Sale
ارض لقطة في صحار,"Sohar, Al Batinah•",Not specified,Not specified,Not specified,"OMR 8,900",600 SQM,For Sale
أرضين شبك في بركاء الدهس,"Barka, Al Batinah•",Not specified,Not specified,Not specified,"OMR 23,500","1,200 SQM",For Sale
فرصة للبيع – فيلا راقية في الخوض السادسة بسعر مغري,"Al Khoud, Muscat•",6,6,Not specified,"OMR 110,000Non Freehold",300 SQM,For Sale
بيت للبيع وللإيجار,"Al Amarat, Muscat•",Not specified,Not specified,Not specified,"OMR 20,000Negotiable",505 SQM,For Sale
السويق الخضراء الجديده 6,"Suwaiq, Al Batinah•",Not specified,Not specified,Not specified,"OMR 2,400",600 SQM,For Sale
فرصه ارض في حلبان بالقرب من العاصمه للبيع,"Nakhl, Al Batinah•",Not specified,Not specified,Not specified,"OMR 30,000",627 SQM,For Sale
"للبيع مبنى  سكني راقي في دارسيت For sale, a high-end residential build","Darsait, Muscat•",Not specified,Not specified,Not specified,"OMR 350,000Non Freehold",825 SQM,For Sale
للبيع فيلا راقيه ومميزه مع مصعد فى بوشر _ الضباط,"Bosher, Muscat•",5,7,Not specified,"OMR 205,000Non Freehold",350 SQM,For Sale
للبيع ارض سكنية فى الموالح الشمالية,"Al Mawaleh, Muscat•",Not specified,Not specified,Not specified,"OMR 115,000",600 SQM,For Sale
للبيع ارض سكنية مميزه فى العامرات,"Al Amarat, Muscat•",Not specified,Not specified,Not specified,"OMR 70,000",666 SQM,For Sale
مكتب للبيع في مربع محمد الامين,"Bosher, Muscat•",Not specified,Not specified,Not specified,"OMR 28,000Non Freehold",40 SQM,For Sale
عرض مغري جدا العوينات ٢٨  صحار بسعر مغري,"Sohar, Al Batinah•",Not specified,Not specified,Not specified,"OMR 2,730",600 SQM,For Sale
beauty palur for sale,"Al Maabilah, Muscat•",Not specified,Not specified,Not specified,"OMR 2,000Freehold",130 SQM,For Sale
سعادة,"Salalah, Dhofar•",4,4,Not specified,"OMR 75,000Non Freehold",625 SQM,For Sale
3 Warehouses for sell,"Barka, Al Batinah•",Not specified,Not specified,Not specified,"OMR 185,000Negotiable",994 SQM,For Sale
Industrial land in Saqsuq,"Barka, Al Batinah•",Not specified,Not specified,Not specified,"OMR 90,000Negotiable",994 SQM,For Sale
لمن يبحث عن الهدوء للبيع او البدل بفلا في مسقط المعبيله أو الخوض,"Barka, Al Batinah•",6,8,Not specified,"OMR 79,000Negotiable",517 SQM,For Sale
showroom for saile,"Al Maabilah, Muscat•",Not specified,Not specified,Not specified,"OMR 4,000Negotiable",150 SQM,For Sale
Land for sale fromowner. أرض للبيع من المالك,"Barka, Al Batinah•",Not specified,Not specified,Not specified,"OMR 8,000Negotiable",600 SQM,For Sale
ارض في الطيب 6 بسعر طيب ومساحه 600,"Ibri, Al Dhahirah•",Not specified,Not specified,Not specified,"OMR 2,500",600 SQM,For Sale
ارض للبيع في العامرات المنظرية,"Al Amarat, Muscat•",Not specified,Not specified,Not specified,"OMR 6,200",600 SQM,For Sale
ارض المعبيلة م7,"Al Maabilah, Muscat•",Not specified,Not specified,Not specified,"OMR 60,000",600 SQM,For Sale
للبيع مجموعة أراضي سكني تجاري صناعي,"Ibri, Al Dhahirah•",Not specified,Not specified,Not specified,"OMR 10,000",100 SQM,For Sale
ارض للبيع حي النور,"Dima and Al Taaiyin, Al Sharqiya•",Not specified,Not specified,Not specified,"OMR 10,000",700 SQM,For Sale
ظفار . ثمريت,"Thumrait, Dhofar•",Not specified,Not specified,Not specified,"OMR 9,000","1,437 SQM",For Sale
صحار ( الصويحرة),"Sohar, Al Batinah•",Not specified,Not specified,Not specified,"OMR 39,000","1,200 SQM",For Sale
